0,0
1,2
2,4
3,9
4,15
5,21
6,30
7,38
8,44
9,59
10,80
11,95
12,121
13,155
14,190
15,227
16,277
17,295
18,307
19,331
20,360
21,378
22,395
23,419
24,425
25,445
26,457
27,464
28,470
29,476
30,479
31,479
32,480
33,480
34,480
35,480
36,480
